5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
15.9337,0
18.3589,0
15.9337,0
18.3589,0
15.9337,0
18.3589,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
-1.25075,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
97.3182,0
103.309,0
5.52175,0
5.52175,0
5.52175,0
5.52175,0
