9.49417,0.452944
11.5325,0.524579
13.5908,0.123172
15.4448,0.14281
17.4831,0.158449
19.4392,0.197564
21.5176,0.61985
23.4317,0.184137
25.3477,0.183956
27.5083,0.508394
29.4645,0.0824
31.4607,0.495088
33.3767,0.156683
35.3729,0.221602
37.3291,0.133133
39.4276,0.50909
41.4038,0.118746
43.422,0.157997
45.3161,0.0905024
47.3143,0.0100117
49.3506,0.102274
51.429,0.101624
53.4272,0.0540698
55.2811,0.385593
57.2774,0.0786065
59.3558,0.164177
61.3941,0.107213
63.3503,0.55147
67.4249,0.179243
69.6457,0.614848
71.4194,0.0953993
73.4777,0.200923
77.4301,0.373311
79.4263,0.115327
81.3825,0.403871
85.3769,0.116438
87.3331,0.425716
89.3714,0.455901
91.3276,0.492286
95.32,0.156837
97.3383,0.0653646
103.309,0.383746
105.203,0.363638
107.281,0.0667643
109.34,0.0930658
113.374,0.456021
117.369,0.112378
119.487,0.136426
121.526,0.165318
123.502,0.244436
125.478,0.386854
127.332,0.368595
129.308,0.246183
133.587,0.418897
135.89,0.444526
138.153,0.440065
140.496,0.928419
141.514,0.949915
146.466,0.424316
148.789,0.49024
153.984,0.653548
155.269,0.95256
156.449,0.466205
158.528,0.517629
