"索引","DMM-1 时间 (s)","DMM-1 电阻 (Ω)"
"180","4.359311757","13.2786318048712"
"181","4.401402","13.2795089736893"
"182","4.421446333","13.2785554221932"
"183","4.441490363","13.2799746616293"
"184","4.461530454","13.2801668503029"
"185","4.481574606","13.2780835743599"
"186","4.523667","13.279037125856"
"187","4.543708818","13.278021975426"
"188","4.563748788","13.2801101792838"
"189","4.583790788","13.2780626307224"
"190","4.603830424","13.2769439940835"
"191","4.645921","13.2782178600357"
"192","4.665963515","13.2792810576341"
"193","4.686003242","13.2792059069347"
"194","4.706047272","13.2786465886153"
"195","4.726087272","13.2794079514378"
"196","4.768181","13.2792662738899"
"197","4.788220879","13.280250624853"
"198","4.808260848","13.2808666141915"
"199","4.828300818","13.2805167322472"
"200","4.848344848","13.2819901787451"
"201","4.890436","13.2822922846595"
"202","4.910477485","13.2826446305683"
"203","4.930519515","13.2825017210388"
"204","4.950559485","13.2822565572771"
"205","4.970601485","13.282935377542"
"206","5.012692","13.2833727299812"
"207","5.032737666","13.2823982348278"
"208","5.052781697","13.2835562948078"
"209","5.072823697","13.2830524155187"
"210","5.092867727","13.2822269897883"
"211","5.13496","13.2824475139759"
"212","5.155000151","13.285069164654"
"213","5.175042151","13.2857134895152"
"214","5.195084212","13.2849336469968"
"215","5.215128242","13.2845702132797"
"216","5.257225","13.2835099643092"
"217","5.277266394","13.2847530310021"
"218","5.297308394","13.2850634896805"
"219","5.317350394","13.2845731620852"
"220","5.337394424","13.2858100688836"
"221","5.379489","13.2859517464551"
"222","5.399528576","13.2880448785771"
"223","5.419572606","13.2871048786895"
"224","5.439616636","13.2873808419592"
"225","5.459660666","13.2883565692345"
"226","5.501752","13.287561942855"
"227","5.521792242","13.2880165430628"
"228","5.541836272","13.2880830699225"
"229","5.561880303","13.2877615234341"
"230","5.581924333","13.2888185613156"
"231","5.624013","13.2897979845275"
"232","5.64405506","13.2893729518129"
"233","5.664100727","13.2886226766732"
"234","5.68414403","13.2880621262815"
"235","5.70418806","13.2897018901746"
"236","5.746275","13.2887384826882"
"237","5.766318909","13.2884194001575"
"238","5.786362939","13.2882395312406"
"239","5.80640506","13.2884896229538"
"240","5.82644503","13.2877319559409"
"241","5.868538","13.2843720106294"
"242","5.888578151","13.2862988255534"
"243","5.908618091","13.2853354180914"
"244","5.928658091","13.2833778036961"
"245","5.948702121","13.2853230983029"
"246","5.990789","13.2816961525636"
"247","6.010831212","13.2841182229859"
"248","6.030873212","13.2844841207049"
"249","6.050915212","13.2825548418232"
"250","6.070957242","13.2821433608867"
"251","6.113046","13.2783156025945"
"252","6.133085727","13.2803372798901"
"253","6.153127727","13.280504829014"
"254","6.173171757","13.2797262183797"
"255","6.193213757","13.2809988525335"
"256","6.235308","13.2824370207852"
"257","6.255353909","13.280988213607"
"258","6.275395909","13.2798991442656"
"259","6.295435879","13.2793940329195"
"260","6.315477879","13.2792708350302"
"261","6.357568","13.2807331939762"
"262","6.377611757","13.2821438098087"
"263","6.397651727","13.2827339276984"
"264","6.417695757","13.2845461686501"
"265","6.437739788","13.2849872170938"
"266","6.479827","13.2905865611625"
"267","6.49987106","13.2933757613763"
"268","6.519915091","13.2955748437004"
"269","6.539959121","13.2904116201597"
"270","6.560001121","13.285721476514"
"271","6.60209","13.2847445172518"
"272","6.622130333","13.2869620792593"
"273","6.642171939","13.2866393007893"
"274","6.662213606","13.2871012928742"
"275","6.682258182","13.2842726693358"
"276","6.724354","13.2942233628547"
"277","6.744395485","13.3000321433353"
"278","6.764439515","13.294289889715"
"279","6.784481545","13.2888383831134"
"280","6.804523545","13.2873587764628"
"281","6.846614","13.2905791692892"
"282","6.866657848","13.2864287678539"
"283","6.886700666","13.2822609832166"
"284","6.906742666","13.2833488205902"
"285","6.926786697","13.2824371562001"
"286","6.968879","13.2883050717269"
"287","6.988922727","13.2898918605572"
"288","7.008966757","13.2862957141321"
"289","7.029006727","13.2842555570646"
"290","7.049050788","13.2787794108297"
"291","7.091141","13.2762242865797"
"292","7.11118306","13.2698044445032"
"293","7.131223151","13.2686808797414"
"294","7.151265151","13.2683617972049"
"295","7.171307182","13.2702282452467"
"296","7.2134","13.2734642719958"
"297","7.233441818","13.2796241672271"
"298","7.253481818","13.2857261594433"
"299","7.273523818","13.2890771424492"
"300","7.293563818","13.2898668410179"
"301","7.335655","13.2825981646448"
"302","7.355696939","13.2810138395913"
"303","7.375738939","13.2798409955393"
"304","7.395782969","13.2779880990537"
"305","7.415822969","13.2740987412046"
"306","7.457912","13.2745976927183"
"307","7.477951788","13.2726622536366"
"308","7.497991788","13.2773376141173"
"309","7.518035848","13.2824490951803"
"310","7.538075818","13.2839668933653"
"311","7.580167","13.29184047145"
"312","7.600210969","13.2905542853257"
"313","7.620254606","13.289444272205"
"314","7.640296242","13.292213761101"
"315","7.660341879","13.2902130271299"
"316","7.702432","13.2919710612289"
"317","7.72247203","13.2905234858495"
"318","7.74251406","13.2909460546624"
"319","7.762558091","13.2924404452455"
"320","7.782602242","13.2891375094225"
"321","7.824693","13.2959639053179"
"322","7.844737303","13.2962238528967"
"323","7.864781333","13.296654017234"
"324","7.88482206","13.2958618546952"
"325","7.904864091","13.2990785520339"
"326","7.946955","13.3011987880048"
"327","7.966997242","13.3016730999448"
"328","7.987041272","13.3010423266635"
"329","8.007085272","13.3021732834452"
"330","8.027127272","13.3035654197887"
"331","8.069221","13.2997093253152"
"332","8.08926506","13.2997031654199"
"333","8.109309091","13.2992362453542"
"334","8.129349091","13.297355013322"
"335","8.149391091","13.295233545372"
"336","8.191485","13.291142338812"
"337","8.211527182","13.2896639638239"
"338","8.231571212","13.2881498614403"
"339","8.251611182","13.285010778549"
"340","8.271651151","13.2790344476596"
"341","8.313742","13.2724285754212"
"342","8.333783697","13.2730938441658"
"343","8.353825697","13.275154945295"
"344","8.373865666","13.2750095717546"
"345","8.393907666","13.2722967536514"
"346","8.435999","13.2730137655206"
"347","8.456039363","13.2739586935339"
"348","8.476079333","13.2731406593738"
"349","8.496121333","13.2737110657234"
"350","8.516163333","13.2726466357319"
"351","8.55825","13.2720528217784"
"352","8.578289576","13.2715600301157"
"353","8.598331182","13.2741262426992"
"354","8.618374818","13.274604250612"
"355","8.638414424","13.2741816817612"
"356","8.680505","13.2740400041582"
"357","8.700546788","13.2731924024984"
"358","8.720590848","13.2712434114724"
"359","8.740632848","13.2692229656554"
"360","8.760672818","13.2688952591997"
"361","8.802761","13.2695087848197"
"362","8.82280106","13.2704044336667"
"363","8.842845091","13.2706656132479"
"364","8.862889121","13.2698447765996"
"365","8.882929879","13.2717407924738"
"366","8.925018","13.2716779615384"
"367","8.945055939","13.2725428108845"
"368","8.965097909","13.2711174110363"
"369","8.985137879","13.2706418670938"
"370","9.005179879","13.2718738462194"
"371","9.04727","13.2705309889725"
"372","9.067310121","13.2723777256817"
"373","9.087350091","13.2737329027198"
"374","9.107392091","13.2722705434978"
"375","9.127436121","13.2732364151322"
"376","9.16953","13.2727364079686"
"377","9.18957006","13.2733807330331"
"378","9.209612091","13.2753974828045"
"379","9.229656151","13.2739757789339"
"380","9.249696121","13.2747851891965"
"381","9.29179","13.2747975089874"
"382","9.31183406","13.2759038262108"
"383","9.331874121","13.2766701172052"
"384","9.351918182","13.2754750974873"
"385","9.371958151","13.2757054775772"
"386","9.414047","13.2757670765317"
"387","9.434085","13.2786597634367"
"388","9.454124969","13.2775164868405"
"389","9.474167","13.2788174567603"
"390","9.494209","13.2791648748639"
"391","9.536298","13.2797204974338"
"392","9.556339576","13.279791952221"
"393","9.576381606","13.279044140913"
"394","9.596421606","13.2788297765512"
"395","9.616463272","13.278460182824"
"396","9.658553","13.2782667621068"
"397","9.678596788","13.2788802876939"
"398","9.698640545","13.2786794751021"
"399","9.718680515","13.2788186887394"
"400","9.738722515","13.2781965392986"
"401","9.780813","13.2773932889315"
"402","9.800852939","13.276381834098"
"403","9.820897","13.27534943562"
"404","9.840939","13.2736049532276"
"405","9.860978969","13.2748090032794"
"406","9.90307","13.2733491080125"
"407","9.92311006","13.2736607987319"
"408","9.94315003","13.273151991352"
"409","9.96319203","13.271074874542"
"410","9.983232","13.2733022928057"
"411","10.02532","13.2699710212431"
"412","10.045361576","13.2716366570244"
"413","10.065405606","13.2716415849409"
"414","10.085449636","13.2703110474825"
"415","10.105491636","13.2729893701071"
"416","10.147583","13.2708938179898"
"417","10.167624879","13.2723524807715"
"418","10.187664848","13.2718535293977"
"419","10.207706848","13.2704281300409"
"420","10.227746818","13.2713903054062"
"421","10.269837","13.2712165964094"
"422","10.289878818","13.2704811051251"
"423","10.309918788","13.2714765439153"
"424","10.329958818","13.2711796370484"
"425","10.350000939","13.2707607642901"
"426","10.39209","13.2700486806011"
"427","10.412133515","13.2702248535553"
"428","10.432175636","13.2697246702028"
"429","10.452219666","13.2698121406906"
"430","10.472259636","13.2693033334872"
"431","10.514349","13.2701213673445"
"432","10.534388757","13.2688610531336"
"433","10.554428879","13.2689633073658"
"434","10.574470879","13.2693858760601"
"435","10.594512909","13.2694117476128"
"436","10.636608","13.2678680783008"
"437","10.656652363","13.2695448013125"
"438","10.676691969","13.2681970166139"
"439","10.696730818","13.2680368593828"
"440","10.716772879","13.269814604648"
"441","10.758862","13.2696310398216"
"442","10.778904151","13.2699057710718"
"443","10.798946182","13.269489362271"
"444","10.818986151","13.2699119309653"
"445","10.839028182","13.269732062075"
"446","10.88112","13.271813902729"
"447","10.901162","13.2710291323086"
"448","10.92120603","13.2698501287099"
"449","10.941246","13.2721009537619"
"450","10.961286","13.2718545580255"
"451","11.003377","13.2733748197191"
"452","11.023419","13.27317770313"
"453","11.043461151","13.2739772572946"
"454","11.063501121","13.2741066150562"
"455","11.083543182","13.2727169431029"
"456","11.125631","13.2740335911857"
"457","11.145673","13.2736898692307"
"458","11.165715","13.2755674042103"
"459","11.185754969","13.2759677971686"
"460","11.205797","13.275625307192"
"461","11.247889","13.2761279543519"
"462","11.267928818","13.2758088719636"
"463","11.287968788","13.2761057787419"
"464","11.308008757","13.2764039174985"
"465","11.328046788","13.2754158708754"
"466","11.37014","13.2765714665518"
"467","11.390181394","13.27703838634"
"468","11.410221363","13.2761723055719"
"469","11.430261333","13.2759653332119"
"470","11.450303333","13.2752495538004"
"471","11.49239","13.275344416132"
"472","11.512432212","13.2733498432108"
"473","11.532472212","13.2731022155659"
"474","11.552514212","13.274153093084"
"475","11.572558272","13.2748393050155"
"476","11.614645","13.2744918871256"
"477","11.634688939","13.2735013765458"
"478","11.654732606","13.2719182843878"
"479","11.674776242","13.2737219006674"
"480","11.694818242","13.2726057282976"
"481","11.736905","13.272340852956"
"482","11.756944485","13.2714809320795"
"483","11.776986485","13.2712801196113"
"484","11.797028576","13.2734360816941"
"485","11.817070576","13.2725318095976"
"486","11.859162","13.2723003332169"
"487","11.879200212","13.2721278562485"
"488","11.899242212","13.273252652478"
"489","11.919282212","13.2717582627448"
"490","11.939322182","13.2715660741229"
"491","11.981411","13.2722572139748"
"492","12.00145503","13.2715562182961"
"493","12.02149703","13.2712777911901"
"494","12.041539182","13.2723064931086"
"495","12.061577272","13.2717841342901"
"496","12.103669","13.2722634155373"
"497","12.123712818","13.272908971999"
"498","12.143756848","13.2720170199412"
"499","12.163796818","13.2719541890642"
"500","12.183840879","13.2728818684834"
"501","12.225935","13.2730186180393"
"502","12.24597503","13.2719098378569"
"503","12.26601906","13.2722092085061"
"504","12.286061091","13.2733882114334"
"505","12.306103091","13.272094634554"
"506","12.348191","13.2736789582367"
"507","12.368233","13.2699460649562"
"508","12.38827503","13.2713271122722"
"509","12.40831906","13.2726650403589"
"510","12.42835903","13.2704881352675"
"511","12.470446","13.2712827610649"
"512","12.490489909","13.270585461528"
"513","12.510531909","13.2711817388705"
"514","12.530573939","13.2723619737757"
"515","12.550613909","13.2703883450511"
"516","12.5927","13.2729249877127"
"517","12.612739727","13.2744612642543"
"518","12.632783363","13.2802823602116"
"519","12.65282306","13.2820921358648"
"520","12.672866757","13.2865987113171"
"521","12.714956","13.2934805403156"
"522","12.734996182","13.2880351976422"
"523","12.755040212","13.2822017819051"
"524","12.775082242","13.2799016790157"
"525","12.795122212","13.2794199756254"
"526","12.837212","13.2771371204277"
"527","12.857253363","13.2784197451132"
"528","12.877294151","13.2822647484289"
"529","12.897336151","13.2826195580909"
"530","12.917378151","13.2836913789447"
"531","12.959473","13.2950070968093"
"532","12.979516818","13.3000249431743"
"533","12.999560848","13.3067453831255"
"534","13.019600818","13.3099941090927"
"535","13.039642818","13.3104425490821"
"536","13.081738","13.3194095690256"
"537","13.101778121","13.3288810159265"
"538","13.121820121","13.3439308592331"
"539","13.141860121","13.3587490906747"
"540","13.161904212","13.3779051166713"
"541","13.203999","13.4098195068855"
"542","13.224043151","13.4206177940976"
"543","13.244083121","13.4552437679003"
"544","13.264127151","13.503970961946"
"545","13.284169151","13.5912664594098"
"546","13.326257","13.9930354303997"
"547","13.346296848","14.3353392870541"
"548","13.366338848","14.776951658697"
"549","13.386382879","15.202379535291"
"550","13.406424939","15.6221095136127"
"551","13.448514","16.7234498027577"
"552","13.468555363","17.2229232533738"
"553","13.488595333","17.6610688389113"
"554","13.508637333","18.0533663630003"
"555","13.528679363","18.3777855949591"
"556","13.570767","18.9133670889178"
"557","13.590806424","19.131782005432"
"558","13.61085006","19.3491004615219"
"559","13.630893727","19.555433369743"
"560","13.650937394","19.751189746793"
"561","13.69303","19.9967168032587"
"562","13.713069969","20.0493764710957"
"563","13.733109939","20.0938052938826"
"564","13.753153969","20.1367212476796"
"565","13.773193939","20.1739442311165"
"566","13.815282","20.2349665656501"
"567","13.835325363","20.2437862961864"
"568","13.855367394","20.2232675995621"
"569","13.875410151","20.1828858247255"
"570","13.895452182","20.1590174829816"
"571","13.937549","20.1258785067985"
"572","13.957592424","20.0971376920703"
"573","13.977634424","20.0656236948673"
"574","13.997676424","20.0267523250569"
"575","14.017718424","19.9946124830307"
"576","14.059811","19.9439115538343"
"577","14.079853212","19.9542355306449"
"578","14.099895212","19.9884857549064"
"579","14.119935182","20.0282946645342"
"580","14.139975151","20.0529046598526"
"581","14.182068","19.9592410578265"
"582","14.20211003","19.8041054425643"
"583","14.22215203","19.5338254544324"
"584","14.24219406","19.1135065446022"
"585","14.262238091","18.5256558554682"
"586","14.30433","16.8609170587165"
"587","14.324371727","16.0099146069669"
"588","14.344411697","15.2337720748973"
"589","14.364451666","14.5658563584431"
"590","14.384493666","14.0478415821356"
"591","14.426581","13.6292412818103"
"592","14.446623212","13.5928079922852"
"593","14.466663182","13.5783987759634"
"594","14.486705182","13.5670214578434"
"595","14.506747212","13.5338282708258"
"596","14.548834","13.5088240425027"
"597","14.568878363","13.4865153823492"
"598","14.588918333","13.4753536604036"
"599","14.608962","13.4628552421764"
"600","14.629001606","13.4454042718278"
"601","14.671095","13.4412672892347"
"602","14.691137788","13.4317872174498"
"603","14.711179788","13.4188058637919"
"604","14.731221818","13.4130734695079"
"605","14.751261757","13.4125400229734"
"606","14.793352","13.4032065565871"
"607","14.813397666","13.4036747082802"
"608","14.833439666","13.39982724055"
"609","14.853479666","13.4011294414436"
"610","14.873520394","13.4035909337667"
"611","14.91561","13.394332618047"
"612","14.935653666","13.3944632077298"
"613","14.955693636","13.3895279033022"
"614","14.975735636","13.3917269842815"
"615","14.995777636","13.3939876641678"
"616","15.037873","13.3930577004844"
"617","15.057916939","13.3971281560706"
"618","15.077960969","13.399688206527"
"619","15.098005","13.3967684184703"
"620","15.118047","13.3979264778683"
"621","15.160138","13.4096142539415"
"622","15.180179606","13.4139914720703"
"623","15.200219576","13.4229122253691"
"624","15.220261576","13.4346369607847"
"625","15.240303576","13.4459785510166"
"626","15.282393","13.4732101945626"
"627","15.302432424","13.4907326188367"
"628","15.322474424","13.5148867811314"
"629","15.342514394","13.5595940337844"
"630","15.362558424","13.6566332514459"
"631","15.404647","14.0879820417025"
"632","15.424688576","14.4239215213016"
"633","15.444730576","14.8335197385034"
"634","15.464770545","15.1623544004979"
"635","15.484814576","15.4904511076207"
"636","15.526901","16.402279974083"
"637","15.546940666","16.8309849393736"
"638","15.566982666","17.2181907229394"
"639","15.587022636","17.6095433447324"
"640","15.607062242","17.9640635177788"
"641","15.649151","18.6932922887172"
"642","15.669191182","19.0349395227746"
"643","15.689232909","19.4027687550514"
"644","15.709270848","19.7473407050778"
"645","15.729312848","20.0185286486139"
"646","15.771403","20.4808752394162"
"647","15.791444727","20.6468768942282"
"648","15.811486727","20.7580616842383"
"649","15.831526727","20.8315442489752"
"650","15.851566697","20.875120545748"
"651","15.893655","20.9182139071123"
"652","15.913698606","20.9045155428078"
"653","15.933740606","20.8929053813538"
"654","15.953784636","20.8876694745012"
"655","15.973824606","20.8724952004532"
"656","16.015919","20.8366993008063"
"657","16.035960727","20.8125759429758"
"658","16.056004757","20.7856892588795"
"659","16.076048788","20.7672674944324"
"660","16.096090818","20.7552865100648"
"661","16.138184","20.7098376160491"
"662","16.158225394","20.6809773034738"
"663","16.178269424","20.6390222985755"
"664","16.198313454","20.5700179885075"
"665","16.218353424","20.4772673058242"
"666","16.260446","20.2139677726606"
"667","16.280491394","20.0354985367305"
"668","16.300531363","19.8276022784248"
"669","16.320575394","19.594853331415"
"670","16.340619424","19.3329028139719"
"671","16.382708","18.7468817611151"
"672","16.402749545","18.4543547859838"
"673","16.422793576","18.1012822605447"
"674","16.442833545","17.6526033278194"
"675","16.462875545","17.1292197236206"
"676","16.504967","15.9360442702627"
"677","16.525010788","15.3458640602619"
"678","16.545052788","14.7929117562373"
"679","16.565094788","14.3137302844934"
"680","16.585134757","13.952385027946"
"681","16.627226","13.6335848936762"
"682","16.647267666","13.6054748555976"
"683","16.667309303","13.6133028427103"
"684","16.687350394","13.5692620993508"
"685","16.707392394","13.5500740446953"
"686","16.749484","13.5229458929449"
"687","16.769527576","13.5179268152777"
"688","16.789571606","13.5087264048657"
"689","16.809613606","13.4916154648265"
"690","16.829655606","13.4791749527295"
"691","16.871749","13.4718903365838"
"692","16.891793303","13.4633157708644"
"693","16.911835303","13.464885310624"
"694","16.931877303","13.4540870249156"
"695","16.951919333","13.445167505403"
"696","16.99401","13.4310436242433"
"697","17.014051879","13.4319010806632"
"698","17.034091848","13.431834553872"
"699","17.054135879","13.4253518876622"
"700","17.074175848","13.4215647884739"
"701","17.116266","13.4153888846902"
"702","17.136307939","13.4102121147523"
"703","17.156347939","13.406559301124"
"704","17.176389969","13.4025947971591"
"705","17.196429939","13.4026637879056"
"706","17.238519","13.3993300564795"
"707","17.258562848","13.3992721535316"
"708","17.278604848","13.4014502899548"
"709","17.298646879","13.4013184683501"
"710","17.318690939","13.3982262045366"
"711","17.360777","13.3973182370343"
"712","17.380817272","13.3961072030389"
"713","17.400859272","13.3987251554706"
"714","17.420903303","13.3994397024873"
"715","17.440943272","13.4023508655914"
"716","17.483037","13.4070496282147"
"717","17.503076454","13.4111521136725"
"718","17.523116424","13.4137060032682"
"719","17.543158454","13.4177518177557"
"720","17.563198424","13.4226341450437"
"721","17.605289","13.44314780431"
"722","17.625330969","13.4526044644823"
"723","17.645374636","13.4594591879318"
"724","17.665416242","13.4665787865685"
"725","17.685460606","13.4713120445651"
"726","17.727553","13.4852888306065"
"727","17.747594818","13.4934050991338"
"728","17.767634788","13.5104408855931"
"729","17.787678818","13.5422948988049"
"730","17.807718818","13.5904381200414"
"731","17.849809","13.9108763037648"
"732","17.869853151","14.1920086590344"
"733","17.889893121","14.5464116487467"
"734","17.909937151","14.9401171871357"
"735","17.929977121","15.2919576634869"
"736","17.97207","16.0919091360399"
"737","17.992109606","16.500097771078"
"738","18.012151606","16.8794766127078"
"739","18.032191545","17.2597449420794"
"740","18.052231515","17.6710356964163"
"741","18.094322","18.4855070973283"
"742","18.114363697","18.8619378168446"
"743","18.134403666","19.2229454102682"
"744","18.154447697","19.5648487288839"
"745","18.174491757","19.8754019165242"
"746","18.216582","20.36915261964"
"747","18.236626151","20.5156137985902"
"748","18.256668151","20.6084654774268"
"749","18.276712182","20.6522228536198"
"750","18.296754182","20.6602442590028"
"751","18.338845","20.6331900335059"
"752","18.358886363","20.6111179249448"
"753","18.378926333","20.5952537509136"
"754","18.398970363","20.6029560741289"
"755","18.419012363","20.6137937800349"
"756","18.461103","20.611469038527"
"757","18.481145272","20.6155247083966"
"758","18.501185242","20.6170030813746"
"759","18.521223212","20.6078211532039"
"760","18.541267242","20.586069358788"
"761","18.583361","20.5134997252317"
"762","18.603404666","20.4696832141196"
"763","18.623448333","20.4129494191124"
"764","18.643491969","20.3471741413675"
"765","18.663533606","20.2847264348004"
"766","18.705623","20.1344917088239"
"767","18.725663151","20.0432034094115"
"768","18.745705272","19.9345774909"
"769","18.765745242","19.8194553551278"
"770","18.785785212","19.6970312888219"
"771","18.82787","19.3495347924395"
"772","18.847910242","19.1366629275976"
"773","18.867950969","18.8576040080576"
"774","18.887992969","18.4954839334657"
"775","18.908032939","18.0559094334259"
"776","18.950126","17.0354508115453"
"777","18.970170272","16.5694996904163"
"778","18.990212272","16.077835967826"
"779","19.010254272","15.5758778416226"
"780","19.030294242","15.1070636048884"
"781","19.072386","14.2446769225008"
"782","19.092426091","13.9247865844703"
"783","19.112470121","13.7205013148756"
"784","19.132516212","13.6431836417833"
"785","19.152554151","13.6256575305098"
"786","19.194644","13.5689200408017"
